Year,Month,DayofMonth,DayOfWeek,FlightDate,IATA_CODE_Reporting_Airline,Origin,OriginCityName,OriginStateName,Dest,DestCityName,DestStateName,CRSDepTime,DepDelay,DepDel15,DepTimeBlk,TaxiOut,CRSArrTime,ArrTimeBlk,Flights,Distance
2016,12,26,1,2016-12-26,OO,PHX,"Phoenix, AZ",Arizona,SGU,"St. George, UT",Utah,1800,-7.00,0.00,1800-1859,12.00,1912,1900-1959,1.00,262.00
2016,12,23,5,2016-12-23,WN,MCI,"Kansas City, MO",Missouri,TPA,"Tampa, FL",Florida,2115,-5.00,0.00,2100-2159,9.00,0045,0001-0559,1.00,1048.00
2016,12,3,6,2016-12-03,WN,CMH,"Columbus, OH",Ohio,LAS,"Las Vegas, NV",Nevada,0705,-2.00,0.00,0700-0759,10.00,0850,0800-0859,1.00,1771.00
2016,12,28,3,2016-12-28,DL,JFK,"New York, NY",New York,STT,"Charlotte Amalie, VI",U.S. Virgin Islands,0840,-3.00,0.00,0800-0859,60.00,1346,1300-1359,1.00,1623.00
2016,12,17,6,2016-12-17,WN,DAL,"Dallas, TX",Texas,SJC,"San Jose, CA",California,0600,5.00,0.00,0600-0659,13.00,0755,0700-0759,1.00,1450.00
2016,12,8,4,2016-12-08,WN,BNA,"Nashville, TN",Tennessee,DAL,"Dallas, TX",Texas,1640,-2.00,0.00,1600-1659,8.00,1840,1800-1859,1.00,623.00
2016,12,3,6,2016-12-03,WN,MCO,"Orlando, FL",Florida,MDW,"Chicago, IL",Illinois,1615,-7.00,0.00,1600-1659,14.00,1805,1800-1859,1.00,990.00
2016,12,12,1,2016-12-12,DL,SEA,"Seattle, WA",Washington,ATL,"Atlanta, GA",Georgia,2255,-1.00,0.00,2200-2259,16.00,0634,0600-0659,1.00,2182.00
2016,12,7,3,2016-12-07,OO,MSP,"Minneapolis, MN",Minnesota,XNA,"Fayetteville, AR",Arkansas,0910,5.00,0.00,0900-0959,82.00,1119,1100-1159,1.00,596.00
2016,12,23,5,2016-12-23,DL,MSP,"Minneapolis, MN",Minnesota,FAR,"Fargo, ND",North Dakota,2021,38.00,1.00,2000-2059,11.00,2143,2100-2159,1.00,223.00
2016,12,28,3,2016-12-28,DL,DTW,"Detroit, MI",Michigan,PHX,"Phoenix, AZ",Arizona,0826,-1.00,0.00,0800-0859,11.00,1100,1100-1159,1.00,1671.00
2016,12,31,6,2016-12-31,DL,SLC,"Salt Lake City, UT",Utah,PHX,"Phoenix, AZ",Arizona,1135,2.00,0.00,1100-1159,48.00,1317,1300-1359,1.00,507.00
2016,12,1,4,2016-12-01,UA,DEN,"Denver, CO",Colorado,SFO,"San Francisco, CA",California,2050,-5.00,0.00,2000-2059,9.00,2233,2200-2259,1.00,967.00
2016,12,20,2,2016-12-20,DL,SAV,"Savannah, GA",Georgia,ATL,"Atlanta, GA",Georgia,1300,-7.00,0.00,1300-1359,12.00,1417,1400-1459,1.00,214.00
2016,12,31,6,2016-12-31,WN,ORF,"Norfolk, VA",Virginia,MCO,"Orlando, FL",Florida,1200,-4.00,0.00,1200-1259,10.00,1400,1400-1459,1.00,655.00
2016,12,30,5,2016-12-30,WN,PHX,"Phoenix, AZ",Arizona,ABQ,"Albuquerque, NM",New Mexico,1355,-1.00,0.00,1300-1359,13.00,1500,1500-1559,1.00,328.00
2016,12,10,6,2016-12-10,DL,ATL,"Atlanta, GA",Georgia,ORD,"Chicago, IL",Illinois,2230,-2.00,0.00,2200-2259,14.00,2331,2300-2359,1.00,606.00
2016,12,18,7,2016-12-18,F9,DEN,"Denver, CO",Colorado,MSP,"Minneapolis, MN",Minnesota,0925,229.00,1.00,0900-0959,9.00,1220,1200-1259,1.00,680.00
2016,12,30,5,2016-12-30,UA,EWR,"Newark, NJ",New Jersey,SAN,"San Diego, CA",California,1710,2.00,0.00,1700-1759,29.00,2019,2000-2059,1.00,2425.00
2016,12,7,3,2016-12-07,DL,MSP,"Minneapolis, MN",Minnesota,SAN,"San Diego, CA",California,1754,-1.00,0.00,1700-1759,13.00,2003,2000-2059,1.00,1532.00
2016,12,19,1,2016-12-19,AA,CLT,"Charlotte, NC",North Carolina,PBI,"West Palm Beach/Palm Beach, FL",Florida,2209,4.00,0.00,2200-2259,18.00,2356,2300-2359,1.00,590.00
2016,12,27,2,2016-12-27,OO,SFO,"San Francisco, CA",California,LAX,"Los Angeles, CA",California,2300,72.00,1.00,2300-2359,19.00,0028,0001-0559,1.00,337.00
2016,12,7,3,2016-12-07,AA,SAT,"San Antonio, TX",Texas,DFW,"Dallas/Fort Worth, TX",Texas,0630,-3.00,0.00,0600-0659,12.00,0738,0700-0759,1.00,247.00
2016,12,20,2,2016-12-20,VX,ORD,"Chicago, IL",Illinois,LAX,"Los Angeles, CA",California,1815,64.00,1.00,1800-1859,21.00,2050,2000-2059,1.00,1744.00
2016,12,23,5,2016-12-23,AA,PHX,"Phoenix, AZ",Arizona,TPA,"Tampa, FL",Florida,1610,43.00,1.00,1600-1659,19.00,2155,2100-2159,1.00,1788.00
2016,12,29,4,2016-12-29,OO,ORD,"Chicago, IL",Illinois,EAU,"Eau Claire, WI",Wisconsin,1930,-6.00,0.00,1900-1959,39.00,2051,2000-2059,1.00,269.00
2016,12,4,7,2016-12-04,OO,SLC,"Salt Lake City, UT",Utah,SGU,"St. George, UT",Utah,0946,-1.00,0.00,0900-0959,22.00,1056,1000-1059,1.00,272.00
2016,12,23,5,2016-12-23,WN,PHX,"Phoenix, AZ",Arizona,ELP,"El Paso, TX",Texas,1525,12.00,0.00,1500-1559,11.00,1630,1600-1659,1.00,347.00
2016,12,12,1,2016-12-12,B6,BWI,"Baltimore, MD",Maryland,FLL,"Fort Lauderdale, FL",Florida,1654,-10.00,0.00,1600-1659,14.00,1932,1900-1959,1.00,925.00
2016,12,6,2,2016-12-06,WN,LAS,"Las Vegas, NV",Nevada,LAX,"Los Angeles, CA",California,1400,10.00,0.00,1400-1459,13.00,1510,1500-1559,1.00,236.00
2016,12,15,4,2016-12-15,DL,MSP,"Minneapolis, MN",Minnesota,BIS,"Bismarck/Mandan, ND",North Dakota,2018,23.00,1.00,2000-2059,9.00,2148,2100-2159,1.00,386.00
2016,12,12,1,2016-12-12,B6,PWM,"Portland, ME",Maine,JFK,"New York, NY",New York,1208,-12.00,0.00,1200-1259,12.00,1323,1300-1359,1.00,273.00
2016,12,23,5,2016-12-23,OO,DEN,"Denver, CO",Colorado,FCA,"Kalispell, MT",Montana,1855,7.00,0.00,1800-1859,17.00,2125,2100-2159,1.00,752.00
2016,12,26,1,2016-12-26,WN,ATL,"Atlanta, GA",Georgia,MKE,"Milwaukee, WI",Wisconsin,2245,11.00,0.00,2200-2259,12.00,2345,2300-2359,1.00,669.00
2016,12,25,7,2016-12-25,DL,JFK,"New York, NY",New York,SLC,"Salt Lake City, UT",Utah,1600,-2.00,0.00,1600-1659,12.00,1933,1900-1959,1.00,1990.00
2016,12,29,4,2016-12-29,UA,SFO,"San Francisco, CA",California,EWR,"Newark, NJ",New Jersey,1315,5.00,0.00,1300-1359,21.00,2130,2100-2159,1.00,2565.00
2016,12,10,6,2016-12-10,DL,JAC,"Jackson, WY",Wyoming,SLC,"Salt Lake City, UT",Utah,1310,16.00,1.00,1300-1359,29.00,1409,1400-1459,1.00,205.00
2016,12,9,5,2016-12-09,WN,CMH,"Columbus, OH",Ohio,DAL,"Dallas, TX",Texas,1440,1.00,0.00,1400-1459,23.00,1625,1600-1659,1.00,919.00
2016,12,15,4,2016-12-15,AA,DFW,"Dallas/Fort Worth, TX",Texas,LAX,"Los Angeles, CA",California,1220,-6.00,0.00,1200-1259,31.00,1356,1300-1359,1.00,1235.00
2016,12,19,1,2016-12-19,AA,PHX,"Phoenix, AZ",Arizona,DFW,"Dallas/Fort Worth, TX",Texas,0745,73.00,1.00,0700-0759,16.00,1103,1100-1159,1.00,868.00
2016,12,13,2,2016-12-13,EV,ACT,"Waco, TX",Texas,DFW,"Dallas/Fort Worth, TX",Texas,1430,0.00,0.00,1400-1459,18.00,1520,1500-1559,1.00,89.00
2016,12,12,1,2016-12-12,DL,ATL,"Atlanta, GA",Georgia,MSP,"Minneapolis, MN",Minnesota,1948,9.00,0.00,1900-1959,17.00,2130,2100-2159,1.00,907.00
2016,12,13,2,2016-12-13,WN,BHM,"Birmingham, AL",Alabama,TPA,"Tampa, FL",Florida,1435,0.00,0.00,1400-1459,11.00,1700,1700-1759,1.00,459.00
2016,12,27,2,2016-12-27,WN,MSY,"New Orleans, LA",Louisiana,SAN,"San Diego, CA",California,1410,8.00,0.00,1400-1459,7.00,1615,1600-1659,1.00,1599.00
2016,12,18,7,2016-12-18,OO,DTW,"Detroit, MI",Michigan,CIU,"Sault Ste. Marie, MI",Michigan,2000,-1.00,0.00,2000-2059,19.00,2129,2100-2159,1.00,284.00
2016,12,7,3,2016-12-07,WN,SNA,"Santa Ana, CA",California,LAS,"Las Vegas, NV",Nevada,1055,-5.00,0.00,1000-1059,12.00,1200,1200-1259,1.00,226.00
2016,12,10,6,2016-12-10,VX,DEN,"Denver, CO",Colorado,SFO,"San Francisco, CA",California,1200,82.00,1.00,1200-1259,15.00,1344,1300-1359,1.00,967.00
2016,12,13,2,2016-12-13,WN,PHX,"Phoenix, AZ",Arizona,OAK,"Oakland, CA",California,0920,-1.00,0.00,0900-0959,13.00,1025,1000-1059,1.00,646.00
2016,12,17,6,2016-12-17,DL,SLC,"Salt Lake City, UT",Utah,BNA,"Nashville, TN",Tennessee,1735,-1.00,0.00,1700-1759,19.00,2151,2100-2159,1.00,1404.00
2016,12,6,2,2016-12-06,AA,MIA,"Miami, FL",Florida,SJU,"San Juan, PR",Puerto Rico,2144,-2.00,0.00,2100-2159,14.00,0128,0001-0559,1.00,1045.00
2016,12,18,7,2016-12-18,AA,BNA,"Nashville, TN",Tennessee,CLT,"Charlotte, NC",North Carolina,1254,1.00,0.00,1200-1259,22.00,1520,1500-1559,1.00,328.00
2016,12,14,3,2016-12-14,UA,OMA,"Omaha, NE",Nebraska,DEN,"Denver, CO",Colorado,0620,-10.00,0.00,0600-0659,11.00,0704,0700-0759,1.00,472.00
2016,12,29,4,2016-12-29,WN,SFO,"San Francisco, CA",California,PHX,"Phoenix, AZ",Arizona,0630,-4.00,0.00,0600-0659,10.00,0930,0900-0959,1.00,651.00
2016,12,15,4,2016-12-15,AA,PHL,"Philadelphia, PA",Pennsylvania,CLT,"Charlotte, NC",North Carolina,1529,16.00,1.00,1500-1559,20.00,1715,1700-1759,1.00,449.00
2016,12,6,2,2016-12-06,DL,PHX,"Phoenix, AZ",Arizona,MSP,"Minneapolis, MN",Minnesota,0800,-4.00,0.00,0800-0859,14.00,1209,1200-1259,1.00,1276.00
2016,12,30,5,2016-12-30,OO,OMA,"Omaha, NE",Nebraska,MSP,"Minneapolis, MN",Minnesota,1738,-7.00,0.00,1700-1759,58.00,1909,1900-1959,1.00,282.00
2016,12,25,7,2016-12-25,AS,PDX,"Portland, OR",Oregon,SAN,"San Diego, CA",California,0625,-6.00,0.00,0600-0659,11.00,0847,0800-0859,1.00,933.00
2016,12,31,6,2016-12-31,NK,MSY,"New Orleans, LA",Louisiana,LAS,"Las Vegas, NV",Nevada,1533,-5.00,0.00,1500-1559,11.00,1725,1700-1759,1.00,1500.00
2016,12,10,6,2016-12-10,AA,LAX,"Los Angeles, CA",California,AUS,"Austin, TX",Texas,1555,0.00,0.00,1500-1559,28.00,2053,2000-2059,1.00,1242.00
2016,12,26,1,2016-12-26,OO,MFR,"Medford, OR",Oregon,SFO,"San Francisco, CA",California,1350,7.00,0.00,1300-1359,12.00,1515,1500-1559,1.00,329.00
2016,12,16,5,2016-12-16,DL,MSP,"Minneapolis, MN",Minnesota,SMF,"Sacramento, CA",California,1755,97.00,1.00,1700-1759,43.00,2006,2000-2059,1.00,1517.00
2016,12,16,5,2016-12-16,EV,GRR,"Grand Rapids, MI",Michigan,ORD,"Chicago, IL",Illinois,1125,0.00,0.00,1100-1159,15.00,1135,1100-1159,1.00,137.00
2016,12,31,6,2016-12-31,B6,BOS,"Boston, MA",Massachusetts,CLT,"Charlotte, NC",North Carolina,0845,0.00,0.00,0800-0859,17.00,1114,1100-1159,1.00,728.00
2016,12,14,3,2016-12-14,EV,SDF,"Louisville, KY",Kentucky,EWR,"Newark, NJ",New Jersey,1155,10.00,0.00,1100-1159,11.00,1400,1400-1459,1.00,642.00
2016,12,12,1,2016-12-12,B6,BOS,"Boston, MA",Massachusetts,FLL,"Fort Lauderdale, FL",Florida,2035,-2.00,0.00,2000-2059,13.00,2359,2300-2359,1.00,1237.00
2016,12,29,4,2016-12-29,WN,DAL,"Dallas, TX",Texas,TPA,"Tampa, FL",Florida,0755,-2.00,0.00,0700-0759,9.00,1110,1100-1159,1.00,917.00
2016,12,3,6,2016-12-03,OO,TUS,"Tucson, AZ",Arizona,SFO,"San Francisco, CA",California,1424,-9.00,0.00,1400-1459,17.00,1550,1500-1559,1.00,751.00
2016,12,27,2,2016-12-27,WN,JAX,"Jacksonville, FL",Florida,MDW,"Chicago, IL",Illinois,1855,60.00,1.00,1800-1859,9.00,2020,2000-2059,1.00,849.00
2016,12,30,5,2016-12-30,DL,ATL,"Atlanta, GA",Georgia,OMA,"Omaha, NE",Nebraska,2131,-3.00,0.00,2100-2159,25.00,2308,2300-2359,1.00,821.00
2016,12,1,4,2016-12-01,UA,LGA,"New York, NY",New York,DEN,"Denver, CO",Colorado,1445,-4.00,0.00,1400-1459,13.00,1721,1700-1759,1.00,1620.00
2016,12,21,3,2016-12-21,WN,MDW,"Chicago, IL",Illinois,HOU,"Houston, TX",Texas,0925,2.00,0.00,0900-0959,13.00,1220,1200-1259,1.00,937.00
2016,12,27,2,2016-12-27,WN,MDW,"Chicago, IL",Illinois,CMH,"Columbus, OH",Ohio,1225,30.00,1.00,1200-1259,12.00,1430,1400-1459,1.00,283.00
2016,12,8,4,2016-12-08,WN,BHM,"Birmingham, AL",Alabama,MCO,"Orlando, FL",Florida,0610,292.00,1.00,0600-0659,7.00,0840,0800-0859,1.00,479.00
2016,12,29,4,2016-12-29,EV,IND,"Indianapolis, IN",Indiana,IAH,"Houston, TX",Texas,1240,-7.00,0.00,1200-1259,10.00,1430,1400-1459,1.00,844.00
2016,12,17,6,2016-12-17,OO,TUS,"Tucson, AZ",Arizona,PHX,"Phoenix, AZ",Arizona,1910,-7.00,0.00,1900-1959,14.00,2015,2000-2059,1.00,110.00
2016,12,28,3,2016-12-28,UA,DEN,"Denver, CO",Colorado,CLT,"Charlotte, NC",North Carolina,0945,63.00,1.00,0900-0959,25.00,1500,1500-1559,1.00,1337.00
2016,12,29,4,2016-12-29,DL,FLL,"Fort Lauderdale, FL",Florida,LGA,"New York, NY",New York,0800,-3.00,0.00,0800-0859,32.00,1055,1000-1059,1.00,1076.00
2016,12,4,7,2016-12-04,DL,PHX,"Phoenix, AZ",Arizona,SLC,"Salt Lake City, UT",Utah,1430,0.00,0.00,1400-1459,16.00,1606,1600-1659,1.00,507.00
2016,12,13,2,2016-12-13,WN,LAX,"Los Angeles, CA",California,LAS,"Las Vegas, NV",Nevada,0850,-1.00,0.00,0800-0859,18.00,0955,0900-0959,1.00,236.00
2016,12,28,3,2016-12-28,UA,SJU,"San Juan, PR",Puerto Rico,EWR,"Newark, NJ",New Jersey,0158,119.00,1.00,0001-0559,12.00,0503,0001-0559,1.00,1608.00
2016,12,15,4,2016-12-15,WN,OAK,"Oakland, CA",California,GEG,"Spokane, WA",Washington,1935,113.00,1.00,1900-1959,12.00,2135,2100-2159,1.00,723.00
2016,12,22,4,2016-12-22,AA,CLT,"Charlotte, NC",North Carolina,MIA,"Miami, FL",Florida,1820,8.00,0.00,1800-1859,31.00,2031,2000-2059,1.00,650.00
2016,12,29,4,2016-12-29,UA,IAH,"Houston, TX",Texas,LAS,"Las Vegas, NV",Nevada,1435,-1.00,0.00,1400-1459,24.00,1601,1600-1659,1.00,1222.00
2016,12,2,5,2016-12-02,WN,TPA,"Tampa, FL",Florida,FLL,"Fort Lauderdale, FL",Florida,1620,8.00,0.00,1600-1659,9.00,1720,1700-1759,1.00,197.00
2016,12,17,6,2016-12-17,AA,MIA,"Miami, FL",Florida,JFK,"New York, NY",New York,1407,47.00,1.00,1400-1459,12.00,1659,1600-1659,1.00,1089.00
2016,12,25,7,2016-12-25,HA,HNL,"Honolulu, HI",Hawaii,OGG,"Kahului, HI",Hawaii,2004,-5.00,0.00,2000-2059,16.00,2043,2000-2059,1.00,100.00
2016,12,7,3,2016-12-07,VX,LAX,"Los Angeles, CA",California,DAL,"Dallas, TX",Texas,1200,0.00,0.00,1200-1259,14.00,1655,1600-1659,1.00,1246.00
2016,12,24,6,2016-12-24,UA,ATL,"Atlanta, GA",Georgia,EWR,"Newark, NJ",New Jersey,0600,0.00,0.00,0600-0659,10.00,0808,0800-0859,1.00,746.00
2016,12,6,2,2016-12-06,DL,DTW,"Detroit, MI",Michigan,JFK,"New York, NY",New York,1955,-4.00,0.00,1900-1959,14.00,2145,2100-2159,1.00,509.00
2016,12,19,1,2016-12-19,UA,PDX,"Portland, OR",Oregon,EWR,"Newark, NJ",New Jersey,2330,146.00,1.00,2300-2359,12.00,0729,0700-0759,1.00,2434.00
2016,12,11,7,2016-12-11,WN,SMF,"Sacramento, CA",California,BUR,"Burbank, CA",California,1630,5.00,0.00,1600-1659,8.00,1740,1700-1759,1.00,358.00
2016,12,16,5,2016-12-16,WN,MDW,"Chicago, IL",Illinois,DCA,"Washington, DC",Virginia,1925,,,1900-1959,,2210,2200-2259,1.00,601.00
2016,12,1,4,2016-12-01,DL,GRB,"Green Bay, WI",Wisconsin,DTW,"Detroit, MI",Michigan,0658,34.00,1.00,0600-0659,11.00,0924,0900-0959,1.00,287.00
2016,12,10,6,2016-12-10,EV,CAE,"Columbia, SC",South Carolina,ATL,"Atlanta, GA",Georgia,1202,-5.00,0.00,1200-1259,15.00,1313,1300-1359,1.00,192.00
2016,12,9,5,2016-12-09,AA,SNA,"Santa Ana, CA",California,DFW,"Dallas/Fort Worth, TX",Texas,1435,-4.00,0.00,1400-1459,13.00,1930,1900-1959,1.00,1205.00
2016,12,22,4,2016-12-22,DL,FNT,"Flint, MI",Michigan,ATL,"Atlanta, GA",Georgia,0600,-7.00,0.00,0600-0659,8.00,0824,0800-0859,1.00,645.00
2016,12,31,6,2016-12-31,WN,PHX,"Phoenix, AZ",Arizona,LAX,"Los Angeles, CA",California,1055,6.00,0.00,1000-1059,11.00,1120,1100-1159,1.00,370.00
2016,12,12,1,2016-12-12,UA,LAS,"Las Vegas, NV",Nevada,SFO,"San Francisco, CA",California,1329,-7.00,0.00,1300-1359,13.00,1509,1500-1559,1.00,414.00
2016,12,9,5,2016-12-09,WN,MCO,"Orlando, FL",Florida,IND,"Indianapolis, IN",Indiana,1220,-1.00,0.00,1200-1259,13.00,1445,1400-1459,1.00,829.00
2016,12,14,3,2016-12-14,AS,GEG,"Spokane, WA",Washington,SEA,"Seattle, WA",Washington,0950,13.00,0.00,0900-0959,9.00,1059,1000-1059,1.00,224.00
2016,12,9,5,2016-12-09,UA,SEA,"Seattle, WA",Washington,SFO,"San Francisco, CA",California,0730,-5.00,0.00,0700-0759,37.00,0940,0900-0959,1.00,679.00
2016,12,2,5,2016-12-02,AA,MIA,"Miami, FL",Florida,BOS,"Boston, MA",Massachusetts,2012,-5.00,0.00,2000-2059,20.00,2325,2300-2359,1.00,1258.00
2016,12,30,5,2016-12-30,WN,SMF,"Sacramento, CA",California,SAN,"San Diego, CA",California,2205,4.00,0.00,2200-2259,9.00,2330,2300-2359,1.00,480.00
2016,12,13,2,2016-12-13,EV,ORF,"Norfolk, VA",Virginia,EWR,"Newark, NJ",New Jersey,0550,24.00,1.00,0001-0559,13.00,0717,0700-0759,1.00,284.00
2016,12,21,3,2016-12-21,OO,BRD,"Brainerd, MN",Minnesota,MSP,"Minneapolis, MN",Minnesota,0700,-6.00,0.00,0700-0759,8.00,0757,0700-0759,1.00,114.00
2016,12,28,3,2016-12-28,AA,SAT,"San Antonio, TX",Texas,DFW,"Dallas/Fort Worth, TX",Texas,1434,5.00,0.00,1400-1459,12.00,1544,1500-1559,1.00,247.00
2016,12,23,5,2016-12-23,OO,PAH,"Paducah, KY",Kentucky,ORD,"Chicago, IL",Illinois,0600,-9.00,0.00,0600-0659,15.00,0739,0700-0759,1.00,342.00
2016,12,28,3,2016-12-28,WN,FLL,"Fort Lauderdale, FL",Florida,MDW,"Chicago, IL",Illinois,1115,23.00,1.00,1100-1159,20.00,1325,1300-1359,1.00,1167.00
2016,12,8,4,2016-12-08,EV,ATL,"Atlanta, GA",Georgia,HPN,"White Plains, NY",New York,0730,-2.00,0.00,0700-0759,19.00,0946,0900-0959,1.00,780.00
2016,12,17,6,2016-12-17,WN,ICT,"Wichita, KS",Kansas,PHX,"Phoenix, AZ",Arizona,1150,87.00,1.00,1100-1159,39.00,1330,1300-1359,1.00,870.00
2016,12,25,7,2016-12-25,EV,IAH,"Houston, TX",Texas,JAN,"Jackson/Vicksburg, MS",Mississippi,1942,-7.00,0.00,1900-1959,11.00,2057,2000-2059,1.00,351.00
2016,12,4,7,2016-12-04,WN,STL,"St. Louis, MO",Missouri,OKC,"Oklahoma City, OK",Oklahoma,0955,-5.00,0.00,0900-0959,10.00,1130,1100-1159,1.00,462.00
2016,12,28,3,2016-12-28,OO,SBA,"Santa Barbara, CA",California,PHX,"Phoenix, AZ",Arizona,1230,-2.00,0.00,1200-1259,13.00,1504,1500-1559,1.00,455.00
2016,12,5,1,2016-12-05,OO,MFR,"Medford, OR",Oregon,SLC,"Salt Lake City, UT",Utah,1236,42.00,1.00,1200-1259,13.00,1523,1500-1559,1.00,575.00
2016,12,30,5,2016-12-30,WN,SJC,"San Jose, CA",California,LAX,"Los Angeles, CA",California,1310,50.00,1.00,1300-1359,20.00,1420,1400-1459,1.00,308.00
2016,12,8,4,2016-12-08,NK,TPA,"Tampa, FL",Florida,IAH,"Houston, TX",Texas,1847,-1.00,0.00,1800-1859,9.00,2009,2000-2059,1.00,787.00
2016,12,18,7,2016-12-18,EV,DFW,"Dallas/Fort Worth, TX",Texas,LAW,"Lawton/Fort Sill, OK",Oklahoma,0900,26.00,1.00,0900-0959,14.00,0957,0900-0959,1.00,140.00
2016,12,16,5,2016-12-16,AA,DFW,"Dallas/Fort Worth, TX",Texas,ORD,"Chicago, IL",Illinois,2215,,,2200-2259,,0030,0001-0559,1.00,802.00
2016,12,7,3,2016-12-07,UA,DEN,"Denver, CO",Colorado,LAX,"Los Angeles, CA",California,1735,0.00,0.00,1700-1759,13.00,1910,1900-1959,1.00,862.00
2016,12,15,4,2016-12-15,NK,CLE,"Cleveland, OH",Ohio,RSW,"Fort Myers, FL",Florida,1447,114.00,1.00,1400-1459,10.00,1733,1700-1759,1.00,1025.00
2016,12,27,2,2016-12-27,EV,HPN,"White Plains, NY",New York,ATL,"Atlanta, GA",Georgia,1644,52.00,1.00,1600-1659,7.00,1915,1900-1959,1.00,780.00
2016,12,20,2,2016-12-20,AA,MIA,"Miami, FL",Florida,SJU,"San Juan, PR",Puerto Rico,1954,-4.00,0.00,1900-1959,12.00,2331,2300-2359,1.00,1045.00
2016,12,18,7,2016-12-18,AA,CMH,"Columbus, OH",Ohio,DFW,"Dallas/Fort Worth, TX",Texas,0720,10.00,0.00,0700-0759,36.00,0924,0900-0959,1.00,926.00
2016,12,21,3,2016-12-21,DL,MIA,"Miami, FL",Florida,JFK,"New York, NY",New York,0705,-9.00,0.00,0700-0759,25.00,1004,1000-1059,1.00,1089.00
2016,12,28,3,2016-12-28,AS,SFO,"San Francisco, CA",California,PDX,"Portland, OR",Oregon,1615,-7.00,0.00,1600-1659,12.00,1755,1700-1759,1.00,550.00
2016,12,27,2,2016-12-27,WN,DAL,"Dallas, TX",Texas,MSY,"New Orleans, LA",Louisiana,0905,-5.00,0.00,0900-0959,10.00,1025,1000-1059,1.00,436.00
2016,12,12,1,2016-12-12,DL,BDL,"Hartford, CT",Connecticut,DTW,"Detroit, MI",Michigan,0540,0.00,0.00,0001-0559,36.00,0739,0700-0759,1.00,549.00
2016,12,12,1,2016-12-12,VX,SFO,"San Francisco, CA",California,JFK,"New York, NY",New York,0705,0.00,0.00,0700-0759,15.00,1530,1500-1559,1.00,2586.00
2016,12,20,2,2016-12-20,HA,LIH,"Lihue, HI",Hawaii,HNL,"Honolulu, HI",Hawaii,2057,8.00,0.00,2000-2059,8.00,2130,2100-2159,1.00,102.00
2016,12,26,1,2016-12-26,HA,KOA,"Kona, HI",Hawaii,HNL,"Honolulu, HI",Hawaii,0800,-2.00,0.00,0800-0859,9.00,0843,0800-0859,1.00,163.00
2016,12,9,5,2016-12-09,B6,JFK,"New York, NY",New York,AUS,"Austin, TX",Texas,2100,29.00,1.00,2100-2159,14.00,0018,0001-0559,1.00,1521.00
2016,12,12,1,2016-12-12,VX,FLL,"Fort Lauderdale, FL",Florida,SFO,"San Francisco, CA",California,1840,-5.00,0.00,1800-1859,12.00,2155,2100-2159,1.00,2584.00
2016,12,23,5,2016-12-23,OO,MFR,"Medford, OR",Oregon,SFO,"San Francisco, CA",California,1350,,,1300-1359,,1515,1500-1559,1.00,329.00
2016,12,31,6,2016-12-31,AS,OTZ,"Kotzebue, AK",Alaska,ANC,"Anchorage, AK",Alaska,0845,-4.00,0.00,0800-0859,7.00,1015,1000-1059,1.00,548.00
2016,12,28,3,2016-12-28,AA,LAS,"Las Vegas, NV",Nevada,ORD,"Chicago, IL",Illinois,0700,-11.00,0.00,0700-0759,9.00,1238,1200-1259,1.00,1514.00
2016,12,24,6,2016-12-24,AA,TPA,"Tampa, FL",Florida,CLT,"Charlotte, NC",North Carolina,0640,-7.00,0.00,0600-0659,13.00,0821,0800-0859,1.00,507.00
2016,12,7,3,2016-12-07,WN,BWI,"Baltimore, MD",Maryland,ALB,"Albany, NY",New York,2015,-5.00,0.00,2000-2059,15.00,2125,2100-2159,1.00,289.00
2016,12,19,1,2016-12-19,OO,LAX,"Los Angeles, CA",California,SAN,"San Diego, CA",California,1920,51.00,1.00,1900-1959,13.00,2016,2000-2059,1.00,109.00
2016,12,8,4,2016-12-08,WN,HOU,"Houston, TX",Texas,MSY,"New Orleans, LA",Louisiana,1625,31.00,1.00,1600-1659,12.00,1730,1700-1759,1.00,302.00
2016,12,22,4,2016-12-22,NK,DTW,"Detroit, MI",Michigan,TPA,"Tampa, FL",Florida,0800,-9.00,0.00,0800-0859,9.00,1041,1000-1059,1.00,983.00
2016,12,24,6,2016-12-24,NK,SAN,"San Diego, CA",California,IAH,"Houston, TX",Texas,0700,-4.00,0.00,0700-0759,17.00,1204,1200-1259,1.00,1303.00
2016,12,8,4,2016-12-08,OO,ITH,"Ithaca/Cortland, NY",New York,DTW,"Detroit, MI",Michigan,0600,-5.00,0.00,0600-0659,16.00,0737,0700-0759,1.00,353.00
2016,12,22,4,2016-12-22,DL,SLC,"Salt Lake City, UT",Utah,SEA,"Seattle, WA",Washington,0826,-3.00,0.00,0800-0859,26.00,0950,0900-0959,1.00,689.00
2016,12,13,2,2016-12-13,EV,DFW,"Dallas/Fort Worth, TX",Texas,MTJ,"Montrose/Delta, CO",Colorado,1100,70.00,1.00,1100-1159,11.00,1226,1200-1259,1.00,722.00
2016,12,24,6,2016-12-24,WN,PHX,"Phoenix, AZ",Arizona,HOU,"Houston, TX",Texas,1840,4.00,0.00,1800-1859,24.00,2200,2200-2259,1.00,1020.00
2016,12,13,2,2016-12-13,AA,DFW,"Dallas/Fort Worth, TX",Texas,LGA,"New York, NY",New York,1205,0.00,0.00,1200-1259,11.00,1618,1600-1659,1.00,1389.00
